poi_type,aspect,mentions,avg_sentiment,positive,negative,neutral
place_of_worship,singapore,11,0.27,11,0,0
place_of_worship,buddhist,7,0.22,6,0,1
place_of_worship,’ s,6,0.26,6,0,0
place_of_worship,thian hock keng,5,0.27,5,0,0
place_of_worship,highly,4,0.26,4,0,0
place_of_worship,’ re,4,0.24,4,0,0
place_of_worship,buddha,4,0.32,4,0,0
place_of_worship,traditional chinese architecture,3,0.24,3,0,0
place_of_worship,whether,3,0.31,3,0,0
place_of_worship,hope,3,0.05,1,0,2
"grocery_or_supermarket,store,food",’ s,4,0.38,4,0,0
"grocery_or_supermarket,store,food",bak kwa,3,0.56,3,0,0
"grocery_or_supermarket,store,food",don ’ t,3,0.11,1,0,2
"grocery_or_supermarket,store,food",singapore,3,0.44,3,0,0
"grocery_or_supermarket,store,food",fresh milk,3,0.02,0,0,3
"grocery_or_supermarket,store,food",bee cheng hiang,2,0.57,2,0,0
"grocery_or_supermarket,store,food",punggol,2,0.17,2,0,0
"grocery_or_supermarket,store,food",went,2,0.17,1,0,1
"grocery_or_supermarket,store,food",benni,2,0.37,2,0,0
"grocery_or_supermarket,store,food",nets,2,-0.04,0,0,2
"pharmacy,clothing_store,store,health",abigail,3,0.4,3,0,0
"pharmacy,clothing_store,store,health",kate,2,0.38,2,0,0
"pharmacy,clothing_store,store,health",checkout,1,0.1,1,0,0
"pharmacy,clothing_store,store,health",free ”,1,0.1,1,0,0
"pharmacy,clothing_store,store,health",l ’,1,0.1,1,0,0
"pharmacy,clothing_store,store,health",oreal,1,0.1,1,0,0
"pharmacy,clothing_store,store,health",infallible matter,1,0.1,1,0,0
"pharmacy,clothing_store,store,health",% discount,1,0.1,1,0,0
"pharmacy,clothing_store,store,health",vivo,1,0.43,1,0,0
"pharmacy,clothing_store,store,health",pharmacist,1,0.43,1,0,0
"restaurant,food,store",’ s,20,0.22,12,0,8
"restaurant,food,store",ice cream,8,0.25,7,0,1
"restaurant,food,store",highly,7,0.36,7,0,0
"restaurant,food,store",singapore,6,0.3,6,0,0
"restaurant,food,store",nice,6,0.3,6,0,0
"restaurant,food,store",granary catering,6,0.32,6,0,0
"restaurant,food,store",overall,5,0.27,5,0,0
"restaurant,food,store",ordered,5,-0.02,1,2,2
"restaurant,food,store",thank,5,0.34,5,0,0
"restaurant,food,store",bean curd,4,0.31,4,0,0
"gas_station,convenience_store,car_wash,food,store",caltex,2,-0.0,1,1,0
"gas_station,convenience_store,car_wash,food,store",uncle,1,0.23,1,0,0
"gas_station,convenience_store,car_wash,food,store",pump petrol,1,0.23,1,0,0
"gas_station,convenience_store,car_wash,food,store",efficient system,1,0.23,1,0,0
"gas_station,convenience_store,car_wash,food,store",disappointing experience,1,-0.23,0,1,0
"gas_station,convenience_store,car_wash,food,store",petrol station,1,-0.23,0,1,0
"gas_station,convenience_store,car_wash,food,store",bad mood,1,-0.23,0,1,0
"gas_station,convenience_store,car_wash,food,store",petrol attendant,1,-0.23,0,1,0
"gas_station,convenience_store,car_wash,food,store",offering assistance,1,-0.23,0,1,0
"gas_station,convenience_store,car_wash,food,store",air pump,1,-0.23,0,1,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",’ s,5,0.21,5,0,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",beef pho,4,0.16,3,1,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",overall,3,0.05,1,1,1
"cafe,meal_delivery,meal_takeaway,restaurant,food",ordered,3,0.2,2,1,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",chili,3,0.31,3,0,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",good pizza,2,0.19,2,0,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",daulat,2,0.29,2,0,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",garlic bread,2,0.28,2,0,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",halal,2,0.38,2,0,0
"cafe,meal_delivery,meal_takeaway,restaurant,food",will,2,0.28,2,0,0
"restaurant,liquor_store,cafe,bar,food,store",shepherd 's pie,6,0.26,6,0,0
"restaurant,liquor_store,cafe,bar,food,store",ipa,2,0.23,2,0,0
"restaurant,liquor_store,cafe,bar,food,store",tried,2,0.32,2,0,0
"restaurant,liquor_store,cafe,bar,food,store",good reviews,2,0.11,2,0,0
"restaurant,liquor_store,cafe,bar,food,store",great craft beer place,1,0.23,1,0,0
"restaurant,liquor_store,cafe,bar,food,store",tasty beers,1,0.23,1,0,0
"restaurant,liquor_store,cafe,bar,food,store",fruit beers,1,0.23,1,0,0
"restaurant,liquor_store,cafe,bar,food,store",select beers,1,0.23,1,0,0
"restaurant,liquor_store,cafe,bar,food,store",cheat,1,0.23,1,0,0
"restaurant,liquor_store,cafe,bar,food,store",abv,1,0.23,1,0,0
"cafe,meal_takeaway,restaurant,food,store",’ s,6,0.3,6,0,0
"cafe,meal_takeaway,restaurant,food,store",blueish rice,3,0.03,0,0,3
"cafe,meal_takeaway,restaurant,food,store",personally,2,0.16,1,0,1
"cafe,meal_takeaway,restaurant,food,store",orh nee,2,0.33,2,0,0
"cafe,meal_takeaway,restaurant,food,store",taro paste,2,0.33,2,0,0
"cafe,meal_takeaway,restaurant,food,store",signature,2,0.33,2,0,0
"cafe,meal_takeaway,restaurant,food,store",hdb,2,0.3,2,0,0
"cafe,meal_takeaway,restaurant,food,store",’ re,2,0.34,2,0,0
"cafe,meal_takeaway,restaurant,food,store",makan melaka loves u,2,0.03,0,0,2
"cafe,meal_takeaway,restaurant,food,store",asam pedas,2,0.03,0,0,2
"bar,liquor_store,store,restaurant,food",sg,3,0.27,3,0,0
"bar,liquor_store,store,restaurant,food",craft beers,2,0.28,2,0,0
"bar,liquor_store,store,restaurant,food",maxwell,2,0.47,2,0,0
"bar,liquor_store,store,restaurant,food",’ s,2,0.47,2,0,0
"bar,liquor_store,store,restaurant,food",great beers,2,0.53,2,0,0
"bar,liquor_store,store,restaurant,food",great vibes,2,0.56,2,0,0
"bar,liquor_store,store,restaurant,food",highly,2,0.34,2,0,0
"bar,liquor_store,store,restaurant,food",nice craft beer place,1,0.19,1,0,0
"bar,liquor_store,store,restaurant,food",strategic part,1,0.19,1,0,0
"bar,liquor_store,store,restaurant,food",free time,1,0.19,1,0,0
"store,food",zuzen,6,0.32,6,0,0
"store,food",ice cream,5,0.18,3,0,2
"store,food",william,5,0.29,5,0,0
"store,food",blk,3,-0.14,0,3,0
"store,food",’ s,3,0.04,1,2,0
"store,food",good selection,2,0.28,1,0,1
"store,food",friendly staff,2,0.22,1,0,1
"store,food",terrace,2,-0.14,0,2,0
"store,food",fruit stall,2,-0.14,0,2,0
"store,food",male staff,2,0.07,0,0,2
"cafe,grocery_or_supermarket,restaurant,food,store",’ s,5,0.39,4,0,1
"cafe,grocery_or_supermarket,restaurant,food,store",geraldine,3,0.38,3,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",jessie,3,0.37,3,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",nice,2,0.49,2,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",qr,2,0.37,2,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",truffle fries,2,0.33,2,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",excellent service,2,0.37,2,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",amazing service,2,0.38,2,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",dave,2,0.38,2,0,0
"cafe,grocery_or_supermarket,restaurant,food,store",helmy,2,0.38,2,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",impressive,1,0.37,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",workshop services,1,0.37,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",nicely,1,0.37,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",cool,1,0.45,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",mcdonal drive,1,0.45,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",self order counter,1,0.45,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",food collection,1,0.45,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",bbt,1,0.45,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",order counter,1,0.45,1,0,0
"gas_station,car_wash,atm,convenience_store,finance,store,food",kinda,1,0.45,1,0,0
"cafe,bakery,restaurant,food,store",’ s,16,0.34,16,0,0
"cafe,bakery,restaurant,food,store",highly,10,0.39,10,0,0
"cafe,bakery,restaurant,food,store",nice,7,0.37,7,0,0
"cafe,bakery,restaurant,food,store",paul,6,0.2,4,0,2
"cafe,bakery,restaurant,food,store",will,6,0.28,6,0,0
"cafe,bakery,restaurant,food,store",overall,6,0.22,6,0,0
"cafe,bakery,restaurant,food,store",coffee,5,0.23,3,0,2
"cafe,bakery,restaurant,food,store",’ re,5,0.32,5,0,0
"cafe,bakery,restaurant,food,store",tiong bahru bakery,4,0.36,4,0,0
"cafe,bakery,restaurant,food,store",afternoon tea,4,0.37,4,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",’ s,4,0.26,4,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",love,2,0.27,2,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",bought,1,0.36,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",birthday cakes,1,0.36,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",amedei,1,0.36,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",dark chocolate,1,0.36,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",hazelnut,1,0.36,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",hotel environment,1,0.18,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",great selection,1,0.18,1,0,0
"cafe,bakery,meal_takeaway,restaurant,grocery_or_supermarket,food,store",nice,1,0.18,1,0,0
"storage,supermarket,grocery_or_supermarket,food,store",cold storage,4,-0.01,1,0,3
"storage,supermarket,grocery_or_supermarket,food,store",’ s,3,0.15,1,0,2
"storage,supermarket,grocery_or_supermarket,food,store",suntec,3,-0.1,0,0,3
"storage,supermarket,grocery_or_supermarket,food,store",self-service kiosk,2,-0.1,0,0,2
"storage,supermarket,grocery_or_supermarket,food,store",aunty,2,-0.1,0,0,2
"storage,supermarket,grocery_or_supermarket,food,store",giant,1,-0.07,0,0,1
"storage,supermarket,grocery_or_supermarket,food,store",old supermarket,1,-0.07,0,0,1
"storage,supermarket,grocery_or_supermarket,food,store",sushi counters,1,-0.07,0,0,1
"storage,supermarket,grocery_or_supermarket,food,store",needing,1,0.23,1,0,0
"storage,supermarket,grocery_or_supermarket,food,store",festive groceries,1,0.23,1,0,0
"night_club,bakery,bar,store,food",lorenz,3,0.35,3,0,0
"night_club,bakery,bar,store,food",gingerlily,2,0.4,2,0,0
"night_club,bakery,bar,store,food",shirlina,2,0.44,2,0,0
"night_club,bakery,bar,store,food",wonderful,1,0.31,1,0,0
"night_club,bakery,bar,store,food",mother ’ s day high tea experience,1,0.31,1,0,0
"night_club,bakery,bar,store,food",amazing,1,0.31,1,0,0
"night_club,bakery,bar,store,food",elegant lady,1,0.31,1,0,0
"night_club,bakery,bar,store,food",role model mum~,1,0.31,1,0,0
"night_club,bakery,bar,store,food",collaboration elevates,1,0.31,1,0,0
"night_club,bakery,bar,store,food",overall ambience,1,0.31,1,0,0
"cemetery,tourist_attraction",bukit brown,3,0.11,3,0,0
"cemetery,tourist_attraction",tomb,3,0.11,3,0,0
"cemetery,tourist_attraction",botanic gardens mrt,2,0.11,2,0,0
"cemetery,tourist_attraction",amazing hike,1,0.11,1,0,0
"cemetery,tourist_attraction",station > university road >,1,0.11,1,0,0
"cemetery,tourist_attraction",kheam hock,1,0.11,1,0,0
"cemetery,tourist_attraction",park > trail,1,0.11,1,0,0
"cemetery,tourist_attraction",entrance,1,0.11,1,0,0
"cemetery,tourist_attraction",abandoned cars,1,0.11,1,0,0
"cemetery,tourist_attraction",avatar,1,0.11,1,0,0
"park,food",singapore,5,0.48,5,0,0
"park,food",orchid,3,0.1,2,0,1
"park,food",sembcorp cool,2,0.25,2,0,0
"park,food",visited,1,0.14,1,0,0
"park,food",free admission,1,0.14,1,0,0
"park,food",singaporeans,1,0.14,1,0,0
"park,food",permanent residents,1,0.14,1,0,0
"park,food",chinese new year holidays,1,0.14,1,0,0
"park,food",huge variety,1,0.14,1,0,0
"park,food",singapore botanic gardens,1,0.14,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",beef cubes,3,0.16,3,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",nori rice,3,0.16,3,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",chicken chop,2,0.16,2,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",funky name,1,0.16,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",food arrives,1,0.16,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",good sht,1,0.16,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",name suggests,1,0.16,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",wanted,1,0.16,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",yakiniku beef cubes,1,0.16,1,0,0
"liquor_store,meal_delivery,meal_takeaway,store,restaurant,food",food delivery app,1,0.16,1,0,0
"tourist_attraction,meal_takeaway,restaurant,store,food",beware,1,-0.33,0,1,0
"tourist_attraction,meal_takeaway,restaurant,store,food",junk food,1,-0.33,0,1,0
"tourist_attraction,meal_takeaway,restaurant,store,food",poor discipline,1,-0.33,0,1,0
"tourist_attraction,meal_takeaway,restaurant,store,food",bodyweight stay,1,-0.33,0,1,0
"tourist_attraction,meal_takeaway,restaurant,store,food",previous reviews,1,0.15,1,0,0
"tourist_attraction,meal_takeaway,restaurant,store,food",poor service,1,0.15,1,0,0
"tourist_attraction,meal_takeaway,restaurant,store,food",looks,1,0.15,1,0,0
"tourist_attraction,meal_takeaway,restaurant,store,food",linda,1,0.15,1,0,0
"tourist_attraction,meal_takeaway,restaurant,store,food",different flavours,1,0.15,1,0,0
"tourist_attraction,meal_takeaway,restaurant,store,food",promotion permutations,1,0.15,1,0,0
"food,store",ice cream,10,0.47,10,0,0
"food,store",’ s,4,0.24,3,0,1
"food,store",ice creams,3,0.5,3,0,0
"food,store",satay,3,0.14,2,0,1
"food,store",will,3,0.18,2,0,1
"food,store",nicely,2,0.66,2,0,0
"food,store",v3,2,0.3,2,0,0
"food,store",twg tea,2,0.3,2,0,0
"food,store",singaporean,2,0.3,2,0,0
"food,store",mao,2,0.35,2,0,0
"meal_takeaway,cafe,store,restaurant,food",bao,4,0.09,1,0,3
"meal_takeaway,cafe,store,restaurant,food",will,3,0.42,2,0,1
"meal_takeaway,cafe,store,restaurant,food",wasn ’ t,3,0.37,3,0,0
"meal_takeaway,cafe,store,restaurant,food",coffee,3,0.1,1,0,2
"meal_takeaway,cafe,store,restaurant,food",keong siak,2,0.05,0,0,2
"meal_takeaway,cafe,store,restaurant,food",baos,2,0.29,2,0,0
"meal_takeaway,cafe,store,restaurant,food",tried,2,0.29,2,0,0
"meal_takeaway,cafe,store,restaurant,food",grain bowls,2,0.29,2,0,0
"meal_takeaway,cafe,store,restaurant,food",’ ve,2,0.42,2,0,0
"meal_takeaway,cafe,store,restaurant,food",singapore,2,0.33,2,0,0
"grocery_or_supermarket,food,store",will,5,0.1,1,0,4
"grocery_or_supermarket,food,store",’ s,4,0.19,3,1,0
"grocery_or_supermarket,food,store",lots,4,0.34,4,0,0
"grocery_or_supermarket,food,store",fresh ones,4,0.07,0,0,4
"grocery_or_supermarket,food,store",sunny,3,0.35,3,0,0
"grocery_or_supermarket,food,store",finest ntuc,2,0.24,2,0,0
"grocery_or_supermarket,food,store",hougang,2,0.24,2,0,0
"grocery_or_supermarket,food,store",staff,2,0.04,1,1,0
"grocery_or_supermarket,food,store",received,2,0.01,0,0,2
"grocery_or_supermarket,food,store",bought,2,-0.25,0,1,1
"cafe,restaurant,store,food",’ s,9,0.14,7,0,2
"cafe,restaurant,store,food",’ re,6,0.23,6,0,0
"cafe,restaurant,store,food",overall,5,0.19,3,0,2
"cafe,restaurant,store,food",’ ve,4,0.33,4,0,0
"cafe,restaurant,store,food",ice cream,4,0.32,4,0,0
"cafe,restaurant,store,food",creamier,3,0.27,3,0,0
"cafe,restaurant,store,food",coffee bean,3,0.11,2,0,1
"cafe,restaurant,store,food",try,2,0.54,2,0,0
"cafe,restaurant,store,food",spicy soup,2,0.43,2,0,0
"cafe,restaurant,store,food",surprisingly,2,0.14,1,0,1
"bakery,cafe,food,store",’ s,8,0.34,8,0,0
"bakery,cafe,food,store",baker,5,0.39,5,0,0
"bakery,cafe,food,store",cook,5,0.39,5,0,0
"bakery,cafe,food,store",cheese tarts,4,0.31,4,0,0
"bakery,cafe,food,store",cheese tart,4,0.19,4,0,0
"bakery,cafe,food,store",came,4,0.24,3,0,1
"bakery,cafe,food,store",thanks,3,0.28,3,0,0
"bakery,cafe,food,store",love,3,0.31,3,0,0
"bakery,cafe,food,store",’ ll,3,0.37,3,0,0
"bakery,cafe,food,store",’ re,3,0.36,3,0,0
"bank,atm,finance",dbs,20,0.0,6,4,10
"bank,atm,finance",’ s,7,-0.01,2,2,3
"bank,atm,finance",thank,7,0.19,5,0,2
"bank,atm,finance",counter,6,0.08,5,1,0
"bank,atm,finance",atm,6,0.06,2,1,3
"bank,atm,finance",queue number,6,0.09,2,1,3
"bank,atm,finance",staff member,5,0.13,4,0,1
"bank,atm,finance",video teller,3,0.0,1,1,1
"bank,atm,finance",bank account,3,0.08,1,0,2
"bank,atm,finance",wei ching,3,0.28,3,0,0
"gas_station,atm,convenience_store,finance,store,food",good service,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",forecourt attendants,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",in-house,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",restrooms,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",singapore,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",really,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",station 's cashiers,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",well,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",never,1,0.46,1,0,0
"gas_station,atm,convenience_store,finance,store,food",caltex,1,0.46,1,0,0
"bakery,cafe,restaurant,food,store",’ s,9,0.04,3,4,2
"bakery,cafe,restaurant,food,store",putu piring,4,0.21,4,0,0
"bakery,cafe,restaurant,food,store",’ t,3,-0.0,1,2,0
"bakery,cafe,restaurant,food,store",coconut shavings,3,0.2,3,0,0
"bakery,cafe,restaurant,food,store",gula melaka,3,0.21,3,0,0
"bakery,cafe,restaurant,food,store",malay,2,0.25,2,0,0
"bakery,cafe,restaurant,food,store",strong coffee,1,0.3,1,0,0
"bakery,cafe,restaurant,food,store",almond croissant,1,0.3,1,0,0
"bakery,cafe,restaurant,food,store",almond cream,1,0.3,1,0,0
"bakery,cafe,restaurant,food,store",ordered,1,0.2,1,0,0
"post_office,finance",singpost,5,-0.08,0,0,5
"post_office,finance",great job,2,0.1,1,0,1
"post_office,finance",’ t,2,-0.08,0,0,2
"post_office,finance",was,2,0.0,0,0,2
"post_office,finance",hpb,2,0.0,0,0,2
"post_office,finance",went,1,0.29,1,0,0
"post_office,finance",uk,1,0.29,1,0,0
"post_office,finance",kudos,1,0.29,1,0,0
"post_office,finance",mdm,1,0.29,1,0,0
"post_office,finance",veerehma,1,0.29,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",green curry,2,0.23,2,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",’ s,2,0.14,2,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",food,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",great food,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",high quality,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",loved,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",omelette,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",high standard,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",price,1,0.25,1,0,0
"meal_delivery,bar,meal_takeaway,restaurant,food",point wasn ’ t,1,0.25,1,0,0
"aquarium,pet_store,store",n30,3,0.31,3,0,0
"aquarium,pet_store,store",orchard,2,0.18,2,0,0
"aquarium,pet_store,store",been,2,0.31,2,0,0
"aquarium,pet_store,store",don ’ t,2,0.34,2,0,0
"aquarium,pet_store,store",tanks,2,0.23,2,0,0
"aquarium,pet_store,store",gabriel,2,0.26,2,0,0
"aquarium,pet_store,store",will,2,0.3,2,0,0
"aquarium,pet_store,store",staff,2,0.31,2,0,0
"aquarium,pet_store,store",high side,2,0.24,2,0,0
"aquarium,pet_store,store",aquarium shop,1,0.2,1,0,0
finance,thank,10,0.34,9,0,1
finance,events partner,6,0.42,5,0,1
finance,cpf,5,-0.11,0,5,0
finance,aia,4,0.04,1,0,3
finance,prudential,3,0.18,2,1,0
finance,zec,3,0.11,3,0,0
finance,’ s,3,0.27,3,0,0
finance,service lapse,3,-0.17,0,3,0
finance,lack,3,-0.1,0,1,2
finance,kudos,3,0.46,3,0,0
"tourist_attraction,park,store",nice garden,1,0.61,1,0,0
"tourist_attraction,park,store",great place,1,0.61,1,0,0
"tourist_attraction,park,store",lots,1,0.61,1,0,0
"tourist_attraction,park,store",good facilities,1,0.61,1,0,0
"tourist_attraction,meal_takeaway,restaurant,food",hillion,5,0.41,5,0,0
"tourist_attraction,meal_takeaway,restaurant,food",love taimei,4,0.41,4,0,0
"tourist_attraction,meal_takeaway,restaurant,food",shopee,3,-0.12,0,3,0
"tourist_attraction,meal_takeaway,restaurant,food",’ s,3,0.45,3,0,0
"tourist_attraction,meal_takeaway,restaurant,food",lady staff,2,-0.06,0,1,1
"tourist_attraction,meal_takeaway,restaurant,food",april,2,-0.12,0,2,0
"tourist_attraction,meal_takeaway,restaurant,food",love,2,0.09,1,1,0
